"효능군","그룹구분","일반명코드","성분코드","성분명","제품코드","제품명","업체명","급여구분","공고번호","공고일자"
"당뇨병용제","Group 1","396A00 1","metformin","705200ATB","648604530","시타플러스정50/500밀리그램(시타글립틴,메트포르민)_(1정)","(주)씨엠지제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705200ATB","649105690","나누메트정50/500밀리그램_(1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","645306760","테네로엠서방정10/500밀리그램_(1정)","한림제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","645306760","테네로엠서방정10/500밀리그램_(1정)","한림제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","645907320","테디포엠서방정10/500밀리그램_(1정)","동광제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","645907320","테디포엠서방정10/500밀리그램_(1정)","동광제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","646005510","테넬엠서방정10/500밀리그램_(1정)","(주)메디카코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","646005510","테넬엠서방정10/500밀리그램_(1정)","(주)메디카코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","647304260","테네립틴엠서방정10/500밀리그램_(1정)","에이치엘비제약(주) ","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","647304260","테네립틴엠서방정10/500밀리그램_(1정)","에이치엘비제약(주) ","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","648604560","시타싱글정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","(주)씨엠지제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","649105260","나누비아정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","649405560","영일시타글립틴정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","영일제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","649508340","자비아정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","유니메드제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","649605950","시타글리정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","대우제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","649807910","당이자누정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","명문제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","650205700","에이시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","안국약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","650304350","자누그린정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","진양제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","651206060","자누글루정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","삼천당제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","652904650","자누에스정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)서울제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","653405170","시타칸정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","동국제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","653806130","자누글리아정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","신일제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","654006100","프로시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","아주약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","655605270","글루시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","한올바이오파마(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","656005350","시타글민정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","알리코제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","657308540","글리시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)동구바이오제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","657807910","시타원정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","하나제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","658204590","이글립틴정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)비보존제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","660703780","에스립틴정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","위더스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","662504570","시타렌정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)넥스팜코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","665003170","자누스틴정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","(주)경보제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","665508320","시타유니정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","한국유니온제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","669908000","시타틴알파정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","대한뉴팜(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","67 105170","자누아틴정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","(주)팜젠사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","670502270","에스비아정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)보령바이오파마","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","670609 10","휴글리아정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","(주)휴온스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","671706670","시타엑스정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","주식회사제뉴원사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","651205820","텔리아정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","삼천당제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","653806020","테글리정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","신일제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","654005810","테네스정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","아주약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","658108320","테네글정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(유)한풍제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","658604680","디포테리정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","이연제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","662504750","테네린정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)넥스팜코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","663608480","테네론정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","한국프라임제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","664602730","테넬라정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)다림바이오텍","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","669908160","테넬틴정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","대한뉴팜(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","67 105150","테라립틴정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)팜젠사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","671807280","테네틴정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","642405 10","테립틴정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","영진약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","645406 10","테네필정20밀리그램_(테네리글립틴이토실산염이수화물)(37.84mg/1정)","제일약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","648507990","테리글정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","신풍제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","649702800","테넬리엘정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","지엘파마(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","653405100","테네리칸정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","동국제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","654702210","테네로틴정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","케이엠에스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","657807690","테리움정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","하나제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","669806230","테리아정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","구주제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","671707020","테네글리정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","주식회사제뉴원사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","690303410","테넬리탁정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","(주)라이트팜텍","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6954 1ATB","694003790","테넬로드정20밀리그램(테네리글립틴이토실산염이수화물)_(37.84mg/1정)","대웅바이오(주)","급여","20200423","2020-09-24"
"호흡기관용약","Group 5","222E0006","formoterol","696700CSI","6703047 1","포스터200/6에이치에프에이흡입제_(120회)","코오롱제약(주)","급여","20170079","2017-02-16"
"당뇨병용제","Group 6","396F0005","linagliptin","696900ATB","6535 1590","에스글리토정10/5밀리그램_(1정)","한국베링거인겔하임(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0002","empagliflozin","696900ATB","6535 1590","에스글리토정10/5밀리그램_(1정)","한국베링거인겔하임(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E0002","empagliflozin","697000ATB","6535 1600","에스글리토정25/5밀리그램_(1정)","한국베링거인겔하임(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","linagliptin","697000ATB","6535 1600","에스글리토정25/5밀리그램_(1정)","한국베링거인겔하임(주)","급여","20200423","2020-09-24"
"혈압강하작용의약품","Group 7","214G0 17","S-amlodipine","697300ATB","645306560","로디엔티정80/2.5밀리그램_(1정)","한림제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0023","telmisartan","697300ATB","645306560","로디엔티정80/2.5밀리그램_(1정)","한림제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0 17","S-amlodipine","697400ATB","645306540","로디엔티정40/2.5밀리그램_(1정)","한림제약(주)","급여","20170079","2017-02-16"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","643105750","넥스글립틴듀오정50/1000밀리그램_(1정)","(주)바이넥스","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","643105750","넥스글립틴듀오정50/1000밀리그램_(1정)","(주)바이넥스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","643705460","자누디엠정50/1000밀리그램_(1정)","국제약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","643705460","자누디엠정50/1000밀리그램_(1정)","국제약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","645306920","시타로엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염콜로이드성이산화규소)_(1정)","한림제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","645306920","시타로엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염콜로이드성이산화규소)_(1정)","한림제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","645605870","시타비앙듀오정50/1000밀리그램_(1정)","대화제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","645605870","시타비앙듀오정50/1000밀리그램_(1정)","대화제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","645907400","시디포엠정50/1000밀리그램_(1정)","동광제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","645907400","시디포엠정50/1000밀리그램_(1정)","동광제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","646005610","시글립틴엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염콜로이드성이산화규소)_(1정)","(주)메디카코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","646005610","시글립틴엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염콜로이드성이산화규소)_(1정)","(주)메디카코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","647304410","자누엠메트정50/1000밀리그램_(1정)","에이치엘비제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","647304410","자누엠메트정50/1000밀리그램_(1정)","에이치엘비제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","647805620","시누비엠정50/1000밀리그램(시타글립틴,메트포르민)_(1정)","삼진제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","647805620","시누비엠정50/1000밀리그램(시타글립틴,메트포르민)_(1정)","삼진제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","648204650","유시타메트정50/1000밀리그램_(1정)","(주)유영제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","648204650","유시타메트정50/1000밀리그램_(1정)","(주)유영제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","648508210","시타루틴듀오정50/1000밀리그램_(1정)","신풍제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","648508210","시타루틴듀오정50/1000밀리그램_(1정)","신풍제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","648604520","시타플러스정50/1000밀리그램(시타글립틴,메트포르민)_(1정)","(주)씨엠지제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","648604520","시타플러스정50/1000밀리그램(시타글립틴,메트포르민)_(1정)","(주)씨엠지제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","649105710","나누메트정50/1000밀리그램_(1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","649105710","나누메트정50/1000밀리그램_(1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","649508370","자비아엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염)_(1정)","유니메드제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","649508370","자비아엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염)_(1정)","유니메드제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705100ATB","649807970","당이자누콤비정50/1000밀리그램_(1정)","명문제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","649807970","당이자누콤비정50/1000밀리그램_(1정)","명문제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705100ATB","650304380","자누그린듀오정50/1000밀리그램_(1정)","진양제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708200ATR","671807480","테네틴엠서방정20/1000밀리그램_(1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708200ATR","671807480","테네틴엠서방정20/1000밀리그램_(1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708300ATR","621804450","테네글리틴엠서방정10/750밀리그램_(1정)","(주)한국파비스제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","648104780","테네리엠서방정10/500밀리그램_(1정)","경동제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","648104780","테네리엠서방정10/500밀리그램_(1정)","경동제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","648204530","유테네엠서방정10/500밀리그램_(1정)","(주)유영제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","648204530","유테네엠서방정10/500밀리그램_(1정)","(주)유영제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","649105470","다낼리아엠서방정10/500밀리그램_(1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","649105470","다낼리아엠서방정10/500밀리그램_(1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","650205860","에이테넬엠서방정10/500밀리그램_(1정)","안국약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","650205860","에이테넬엠서방정10/500밀리그램_(1정)","안국약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","650304310","테네그린듀오서방정10/500밀리그램_(1정)","진양제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","650304310","테네그린듀오서방정10/500밀리그램_(1정)","진양제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","651205840","텔리아엠서방정10/500밀리그램_(1정)","삼천당제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","651205840","텔리아엠서방정10/500밀리그램_(1정)","삼천당제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","653806 10","테글리엠서방정10/500밀리그램_(1정)","신일제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","653806 10","테글리엠서방정10/500밀리그램_(1정)","신일제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","654005830","테네스엠서방정10/500밀리그램_(1정)","아주약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","654005830","테네스엠서방정10/500밀리그램_(1정)","아주약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","658108330","테네글엠서방정10/500밀리그램_(1정)","(유)한풍제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","658108330","테네글엠서방정10/500밀리그램_(1정)","(유)한풍제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","658604720","디포테리엠서방정10/500밀리그램_(1정)","이연제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","658604720","디포테리엠서방정10/500밀리그램_(1정)","이연제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","662504760","테네린엠서방정10/500밀리그램_(1정)","(주)넥스팜코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","662504760","테네린엠서방정10/500밀리그램_(1정)","(주)넥스팜코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","708400ATR","663608570","테네론엠서방정10/500밀리그램_(1정)","한국프라임제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","663608570","테네론엠서방정10/500밀리그램_(1정)","한국프라임제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin hydrochloride","708400ATR","664602750","테넬라엠서방정10/500밀리그램_(1정)","(주)다림바이오텍","급여","20200423","2020-09-24"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","716100ATB","693202520","아디카브정60/2.5밀리그램_(1정)","(주)한국글로벌제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0 17","S-amlodipine","716100ATB","693202520","아디카브정60/2.5밀리그램_(1정)","(주)한국글로벌제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","716100ATB","694003950","듀카노바정60/2.5밀리그램(피마사르탄, 에스암로디핀)_(1정)","대웅바이오(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0 17","S-amlodipine","716100ATB","694003950","듀카노바정60/2.5밀리그램(피마사르탄, 에스암로디핀)_(1정)","대웅바이오(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0 17","S-amlodipine","716100ATB","698504700","듀카나젠정60/2.5밀리그램_(1정)","(주)테라젠이텍스","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","716100ATB","698504700","듀카나젠정60/2.5밀리그램_(1정)","(주)테라젠이텍스","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0025","fimasartan","717500ATB","0548 1430","듀코르정60/5밀리그램_(1정)","엔비케이제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G0 17","S-amlodipine","717500ATB","0548 1430","듀코르정60/5밀리그램_(1정)","엔비케이제약(주)","급여","20170079","2017-02-16"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","661905670","자누글립틴메트정50/850밀리그램_(1정)","영풍제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","662504720","시타렌듀오정50/850밀리그램_(1정)","(주)넥스팜코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","662504720","시타렌듀오정50/850밀리그램_(1정)","(주)넥스팜코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","663608740","자누글립틴메트정50/850밀리그램_(1정)","한국프라임제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","663608740","자누글립틴메트정50/850밀리그램_(1정)","한국프라임제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","665003260","자누스틴메트정50/850밀리그램_(1정)","(주)경보제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","665003260","자누스틴메트정50/850밀리그램_(1정)","(주)경보제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","665508530","시타유니듀오정50/850밀리그램_(1정)","한국유니온제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","665508530","시타유니듀오정50/850밀리그램_(1정)","한국유니온제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","669908250","시타포민알파정50/850mg_(1정)","대한뉴팜(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","669908250","시타포민알파정50/850mg_(1정)","대한뉴팜(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","67 105450","자누아틴듀오정50/850밀리그램_(1정)","(주)팜젠사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","67 105450","자누아틴듀오정50/850밀리그램_(1정)","(주)팜젠사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","670502480","에스메트정50/850밀리그램_(1정)","(주)보령바이오파마","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","670502480","에스메트정50/850밀리그램_(1정)","(주)보령바이오파마","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","670609110","휴글리아엠정50/850밀리그램(시타글립틴, 메트포르민)_(1정)","(주)휴온스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin","705300ATB","670609110","휴글리아엠정50/850밀리그램(시타글립틴, 메트포르민)_(1정)","(주)휴온스","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","metformin","705300ATB","671707260","엑스메트정50/850밀리그램_(1정)","주식회사제뉴원사이언스","급여","20200423","2020-09-24"
